zeta,Ahat,Ahat_error,z,area_mean,area_std,n_samples,source_label,notes
13.013955087664883,10.216393853931148,0.018783065700717645,5.3999999999999995,1.381517596491335,0.0025399506080718837,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
13.736952592535156,10.621750516241192,0.01859083557731237,5.7,1.436332178803159,0.002513956181676713,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
14.459950097405425,10.98505904722109,0.02400560222044537,6.0,1.4854607789413592,0.0032461710419626755,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
15.182947602275696,11.28291938685783,0.02367294582523754,6.3,1.5257391106490488,0.0032011873940986924,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
15.905945107145968,11.564618629416248,0.01935381987795568,6.6,1.5638320489281448,0.00261713116222817,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
16.62894261201624,11.804345983708146,0.026668905195582748,6.8999999999999995,1.5962493150447141,0.0036063176825039678,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
17.35194011688651,11.990522815439741,0.02884457062785532,7.199999999999999,1.6214251816737435,0.003900523262450939,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
18.07493762175678,12.169545492654596,0.028691817669729676,7.5,1.6456336237404265,0.00387986715790134,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
18.797935126627053,12.206758514055952,0.024762126406727855,7.8,1.6506657754585008,0.0033484724499216467,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
19.520932631497324,12.328348247172917,0.02706599474066247,8.1,1.6671078154048304,0.0036600143392454543,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
20.2439301363676,12.380944260288201,0.020586848096859643,8.4,1.674220140816609,0.0027838680956061568,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
20.966927641237866,12.385120194611359,0.02763745491451228,8.7,1.67478483388069,0.00373729036219006,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
21.689925146108138,12.45061098980062,0.022769985554200487,9.0,1.683640863440216,0.003079084084339323,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
22.41292265097841,12.544486193722582,0.027452577632821752,9.299999999999999,1.696335190611491,0.0037122902279451697,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
23.13592015584868,12.535312530670113,0.02709578743907539,9.6,1.6950946768732318,0.0036640430736201157,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
23.858917660718955,12.581462089457657,0.027677284391033723,9.9,1.7013352768781709,0.003742676325521166,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
24.581915165589223,12.694750180901842,0.033780864089212555,10.2,1.7166547226670428,0.00456803631801761,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
25.304912670459494,12.810128818240978,0.025333037028618013,10.5,1.7322568636986233,0.0034256741593938766,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
26.027910175329765,12.9320730084082,0.03005519726447577,10.799999999999999,1.7487468352986393,0.004064230929283763,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
26.750907680200037,13.1045538385964,0.02040679200356494,11.1,1.7720706524271994,0.002759519909269703,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
27.47390518507031,13.300025879513655,0.03126996274638469,11.4,1.7985034689386095,0.004228498273795123,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
28.19690268994058,13.56590060629967,0.02585558904473047,11.7,1.834456528185231,0.003496336549241308,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
28.91990019481085,13.900672619730026,0.017065304967987145,12.0,1.8797262617114994,0.0023076654482827585,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
